"CASE_ID","mc_killed","mc_injured","collision_severity","severe","accident_year","hours_since_midnight","season","rush_hour","late_night","day_of_week","intersection","state_hwy_ind","w_clear","w_cloudy","w_rainy","w_other","road_not_dry","road_condition_issue","lighting","type_of_collision","pcf_viol_category","mviw","alcohol_involved","truck_accident","pedestrian_accident","bicycle_accident"
5516820,"N","N","Injury (Complaint of Pain)","N",2012,11.75,"Winter","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Rear End","Automobile Right of Way","Parked Motor Vehicle","N","N","N","N"
5517994,"N","Y","PDO (property damage only)","N",2012,7.91666666666667,"Winter","AM","N","W","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5518403,"N","Y","Injury (Complaint of Pain)","N",2012,21.8333333333333,"Winter","N","N","M","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5518691,"N","Y","Injury (Complaint of Pain)","N",2012,9,"Winter","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Rear End","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5518753,"N","Y","PDO (property damage only)","N",2012,7.66666666666667,"Winter","AM","N","W","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5518804,"N","Y","PDO (property damage only)","N",2012,9.75,"Winter","N","N","F","N","Y","Y","N","N","N","N","N","Daylight","Overturned","Automobile Right of Way","Non-Collision","N","N","N","N"
5519101,"N","Y","PDO (property damage only)","N",2012,17,"Winter","PM","N","Tu","N","N","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5519105,"N","Y","PDO (property damage only)","N",2012,18.25,"Winter","PM","N","Tu","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5519220,"N","Y","Injury (Complaint of Pain)","N",2012,14.0833333333333,"Winter","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5519224,"N","Y","Injury (Complaint of Pain)","N",2012,14.75,"Winter","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Rear End","Improper Passing","Other Motor Vehicle","N","N","N","N"
5519289,"N","Y","Injury (Complaint of Pain)","N",2012,6.08333333333333,"Winter","N","N","F","N","N","Y","N","N","N","N","Y","Daylight","Other","Driving or Bicycling Under the Influence of Alcohol or Drug","Non-Collision","N","N","N","N"
5519317,"N","Y","Injury (Other Visible)","N",2012,9.25,"Winter","N","N","W","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5519358,"N","N","Injury (Complaint of Pain)","N",2012,12.25,"Winter","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Other","Pedestrian Violation","Pedestrian","N","N","Y","N"
5519719,"N","Y","PDO (property damage only)","N",2012,19.5833333333333,"Winter","N","N","Tu","N","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Improper Passing","Other Motor Vehicle","N","N","N","N"
5520645,"N","Y","PDO (property damage only)","N",2012,18.1666666666667,"Winter","PM","N","Th","N","Y","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5520653,"N","Y","PDO (property damage only)","N",2012,17.8333333333333,"Winter","PM","N","Tu","N","Y","Y","N","N","N","N","N","Daylight","Overturned","Automobile Right of Way","Non-Collision","N","N","N","N"
5521005,"N","Y","PDO (property damage only)","N",2012,9.66666666666667,"Winter","N","N","W","N","Y","Y","N","N","N","N","N","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
5521721,"N","Y","PDO (property damage only)","N",2012,14.9166666666667,"Winter","N","N","Tu","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5522325,"N","N","PDO (property damage only)","N",2012,18.5833333333333,"Winter","PM","N","F","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5522341,"N","Y","Injury (Other Visible)","N",2012,22.5,"Winter","N","N","Su","Y","Y","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Lights","Other Motor Vehicle","N","N","N","N"
5522361,"N","Y","PDO (property damage only)","N",2012,7.75,"Winter","AM","N","W","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5523347,"N","Y","Injury (Complaint of Pain)","N",2012,23.3833333333333,"Winter","N","Y","Tu","N","Y","Y","N","N","N","N","N","Dark - No Street Lights","Hit Object","Code 20","Other Object","N","N","N","N"
5523654,"N","Y","PDO (property damage only)","N",2012,8.41666666666667,"Winter","AM","N","W","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5523666,"N","Y","PDO (property damage only)","N",2012,18.5833333333333,"Winter","PM","N","F","N","Y","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5524041,"N","Y","PDO (property damage only)","N",2012,22.4166666666667,"Winter","N","N","Sa","N","N","Y","N","N","N","N","N","Dark - Street Lights","Hit Object","Automobile Right of Way","Fixed Object","N","N","N","N"
5524419,"N","Y","Injury (Other Visible)","N",2012,19.0833333333333,"Winter","N","N","F","Y","N","N","Y","N","N","N","N","Dark - Street Lights","Broadside","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5525481,"N","Y","Injury (Complaint of Pain)","N",2012,20,"Winter","N","N","Su","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5526262,"N","Y","PDO (property damage only)","N",2012,15.6666666666667,"Winter","PM","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5526298,"N","Y","Injury (Other Visible)","N",2012,16.5,"Winter","PM","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5526314,"N","Y","PDO (property damage only)","N",2012,17.0833333333333,"Winter","PM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5526383,"N","N","PDO (property damage only)","N",2012,10.3333333333333,"Winter","N","N","Sa","N","Y","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5526667,"N","Y","Injury (Other Visible)","N",2012,12.9166666666667,"Winter","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Other","Wrong Side of Road","Non-Collision","N","N","N","N"
5526675,"N","Y","PDO (property damage only)","N",2012,16.5,"Winter","PM","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5526719,"N","Y","Injury (Complaint of Pain)","N",2012,11.25,"Winter","N","N","W","N","Y","Y","N","N","N","N","Y","Daylight","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
5526772,"N","Y","PDO (property damage only)","N",2012,14.4166666666667,"Winter","N","N","M","N","Y","N","Y","Y","N","Y","N","Daylight","Overturned","Wrong Side of Road","Non-Collision","N","N","N","N"
5526780,"N","N","Injury (Complaint of Pain)","N",2012,14.9666666666667,"Winter","N","N","W","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5526784,"N","Y","Injury (Complaint of Pain)","N",2012,17.5833333333333,"Winter","N","N","Sa","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5526800,"N","Y","Injury (Complaint of Pain)","N",2012,23.3333333333333,"Winter","N","Y","M","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Impeding Traffic","Other Motor Vehicle","N","N","N","N"
5527561,"N","Y","PDO (property damage only)","N",2012,14.25,"Winter","N","N","F","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
5527581,"N","Y","PDO (property damage only)","N",2012,16.4166666666667,"Winter","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5527998,"N","Y","Injury (Complaint of Pain)","N",2012,7.75,"Spring","AM","N","Th","N","N","N","Y","N","N","N","N","Daylight","Rear End","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5528675,"N","Y","PDO (property damage only)","N",2012,16.5,"Winter","N","N","Su","N","Y","Y","N","N","N","N","N","Daylight","Hit Object","Pedestrian Right of Way","Fixed Object","N","N","N","N"
5529456,"N","Y","Injury (Other Visible)","N",2012,18.6666666666667,"Winter","PM","N","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5529484,"N","Y","Injury (Complaint of Pain)","N",2012,11.8333333333333,"Winter","N","N","Sa","N","N","Y","N","N","N","N","Y","Daylight","Overturned","Wrong Side of Road","Other Object","N","N","N","N"
5529499,"N","Y","Injury (Other Visible)","N",2012,18.1666666666667,"Winter","PM","N","Tu","N","Y","Y","N","N","N","N","N","Dusk or Dawn","Rear End","Unsafe Speed","Other Motor Vehicle","Y","N","N","N"
5529565,"N","Y","Injury (Complaint of Pain)","N",2012,12,"Winter","N","N","Th","N","N","Y","N","N","N","N","N","Daylight","Other","Automobile Right of Way","Fixed Object","N","N","N","N"
5529869,"N","Y","PDO (property damage only)","N",2012,18.1666666666667,"Winter","PM","N","Tu","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Improper Turning","Other Motor Vehicle","N","N","N","N"
5529913,"N","Y","PDO (property damage only)","N",2012,18.5,"Winter","PM","N","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5529931,"N","Y","Injury (Complaint of Pain)","N",2012,8.83333333333333,"Winter","AM","N","Th","N","Y","N","Y","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5530710,"N","Y","Injury (Complaint of Pain)","N",2012,13.3333333333333,"Winter","N","N","Sa","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Wrong Side of Road","Non-Collision","N","N","N","N"
5530741,"N","Y","PDO (property damage only)","N",2012,6.83333333333333,"Winter","N","N","F","N","N","Y","N","N","N","N","N","Dusk or Dawn","Hit Object","Wrong Side of Road","Fixed Object","N","N","N","N"
5530794,"N","Y","PDO (property damage only)","N",2012,8.75,"Winter","AM","N","F","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5530912,"N","Y","PDO (property damage only)","N",2012,12.3333333333333,"Winter","N","N","M","Y","N","Y","N","N","N","N","N","Daylight","Head-On","Lights","Other Motor Vehicle","N","N","N","N"
5530930,"N","Y","Injury (Complaint of Pain)","N",2012,11.6666666666667,"Winter","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Violation","Motor Vehicle on Other Roadway","N","N","N","N"
5531049,"N","Y","Injury (Complaint of Pain)","N",2012,1.75,"Winter","N","Y","Th","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Unsafe Speed","Parked Motor Vehicle","Y","N","N","N"
5531109,"N","Y","PDO (property damage only)","N",2012,7.5,"Winter","AM","N","M","Y","N","N","Y","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5531186,"N","Y","Injury (Complaint of Pain)","N",2012,18.4166666666667,"Winter","PM","N","W","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5531329,"N","Y","Injury (Other Visible)","N",2012,13.4166666666667,"Spring","N","N","Sa","N","Y","N","Y","Y","N","Y","N","Daylight","Overturned","Pedestrian Right of Way","Fixed Object","N","N","N","N"
5531737,"N","Y","Injury (Complaint of Pain)","N",2012,14,"Winter","N","N","Tu","N","Y","Y","N","N","N","N","N","Daylight","Hit Object","Automobile Right of Way","Fixed Object","N","N","N","N"
5532338,"N","Y","Injury (Complaint of Pain)","N",2012,15.25,"Winter","PM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Rear End","Improper Passing","Other Object","N","N","N","N"
5532342,"N","Y","PDO (property damage only)","N",2012,20.75,"Winter","N","N","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5532354,"N","Y","Injury (Complaint of Pain)","N",2012,15.8333333333333,"Winter","PM","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Improper Turning","Other Motor Vehicle","N","N","N","N"
5532695,"N","Y","Injury (Complaint of Pain)","N",2012,22.5,"Spring","N","N","Su","N","Y","N","Y","N","N","N","N","Dark - No Street Lights","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5533090,"N","Y","Injury (Complaint of Pain)","N",2012,14.75,"Winter","N","N","F","N","Y","Y","N","N","N","N","N","Daylight","Rear End","Code 20","Other Motor Vehicle","N","N","N","N"
5533247,"N","Y","PDO (property damage only)","N",2012,11.5,"Winter","N","N","Tu","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5533364,"N","Y","Injury (Complaint of Pain)","N",2012,13,"Winter","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Rear End","Improper Passing","Other Motor Vehicle","N","N","N","N"
5533376,"N","Y","Injury (Other Visible)","N",2012,15.0833333333333,"Winter","PM","N","Tu","N","N","N","Y","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5533387,"N","N","PDO (property damage only)","N",2012,18.75,"Winter","PM","N","F","N","N","Y","N","N","N","N","N","Dark - Street Lights","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5533399,"N","N","PDO (property damage only)","N",2012,2.5,"Winter","N","Y","W","N","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Unsafe Speed","Parked Motor Vehicle","Y","N","N","N"
5533401,"N","N","Injury (Complaint of Pain)","N",2012,15.5,"Winter","PM","N","F","Y","N","Y","N","N","N","N","N","Daylight","Head-On","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5533419,"N","Y","Injury (Complaint of Pain)","N",2012,11.1666666666667,"Winter","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Other","Wrong Side of Road","Other Object","N","N","N","N"
5533430,"N","Y","PDO (property damage only)","N",2012,18.5833333333333,"Winter","PM","N","Th","N","N","Y","N","N","N","N","N","Dusk or Dawn","Broadside","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5533439,"N","Y","Injury (Complaint of Pain)","N",2012,21.1666666666667,"Winter","N","N","Sa","N","N","Y","N","N","N","Y","Y","Dark - Street Lights","Other","Wrong Side of Road","Fixed Object","N","N","N","N"
5533498,"N","Y","PDO (property damage only)","N",2012,9.16666666666667,"Winter","N","N","W","N","Y","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5533927,"N","Y","PDO (property damage only)","N",2012,8.75,"Winter","AM","N","W","N","N","Y","N","N","N","N","N","Daylight","Head-On","Improper Turning","Other Motor Vehicle","N","N","N","N"
5533943,"N","Y","PDO (property damage only)","N",2012,21.6666666666667,"Winter","N","N","Sa","Y","N","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Wrong Side of Road","Other Motor Vehicle","N","N","N","N"
5534001,"N","Y","Injury (Complaint of Pain)","N",2012,16.5833333333333,"Winter","N","N","Sa","N","N","Y","N","N","N","N","N","Daylight","Rear End","Pedestrian Violation","Other Motor Vehicle","N","N","N","N"
5534058,"N","Y","Injury (Complaint of Pain)","N",2012,14.5,"Winter","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Broadside","Pedestrian Right of Way","Other Motor Vehicle","N","N","N","N"
5534278,"N","Y","Injury (Complaint of Pain)","N",2012,14.5,"Winter","N","N","F","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Improper Turning","Other Motor Vehicle","N","N","N","N"
5534309,"N","Y","PDO (property damage only)","N",2012,18.4166666666667,"Winter","PM","N","Th","N","Y","Y","N","N","N","N","N","Dark - Street Lights","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5534698,"N","Y","PDO (property damage only)","N",2012,15.5,"Winter","N","N","Su","N","N","Y","N","N","N","N","N","Daylight","Head-On","Wrong Side of Road","Parked Motor Vehicle","N","N","N","N"
5535342,"N","Y","PDO (property damage only)","N",2012,20.5,"Winter","N","N","F","N","N","Y","N","N","Y","N","N","Dark - Street Lights","Sideswipe","Improper Turning","Parked Motor Vehicle","N","N","N","N"
5535398,"N","Y","PDO (property damage only)","N",2012,11.4166666666667,"Winter","N","N","Th","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Improper Passing","Other Motor Vehicle","N","N","N","N"
5535428,"N","Y","PDO (property damage only)","N",2012,19,"Winter","PM","N","Tu","N","Y","Y","N","N","N","N","N","Dark - Street Lights","Rear End","Automobile Right of Way","Other Motor Vehicle","N","N","N","N"
5535714,"N","Y","PDO (property damage only)","N",2012,17.6666666666667,"Winter","PM","N","M","Y","N","Y","N","N","N","N","N","Daylight","Sideswipe","Pedestrian Violation","Non-Collision","N","N","N","N"
5537297,"N","Y","Injury (Complaint of Pain)","N",2012,8.16666666666667,"Winter","AM","N","Th","N","N","Y","N","N","N","N","N","Daylight","Rear End","Improper Passing","Other Motor Vehicle","N","N","N","N"
5537907,"N","Y","PDO (property damage only)","N",2012,13.8333333333333,"Winter","N","N","W","N","N","Y","N","N","N","N","N","Daylight","Sideswipe","Automobile Right of Way","Other Motor Vehicle","N","Y","N","N"
5538584,"N","Y","PDO (property damage only)","N",2012,9.41666666666667,"Winter","N","N","F","Y","N","Y","N","N","N","N","N","Daylight","Broadside","Lights","Other Motor Vehicle","N","N","N","N"
